pinder_release,cohort,id,pdb_id,cluster_id,cluster_id_R,cluster_id_L,uniprot_R,uniprot_L,source_group,class_id,class_key,cv_fold
2024-02,Training500,1vp7__B1_Q7VV85--1vp7__A1_Q7VV85,1vp7,cluster_27377_27377,cluster_27377,cluster_27377,Q7VV85,Q7VV85,group2,1,robust_correct,0
2024-02,Training500,4kun__A1_UNDEFINED--4kun__B1_UNDEFINED,4kun,cluster_20206_20206,cluster_20206,cluster_20206,UNDEFINED,UNDEFINED,group1,1,robust_correct,3
2024-02,Training500,4har__A1_P08563--4har__B1_P08563,4har,cluster_23519_23519,cluster_23519,cluster_23519,P08563,P08563,group2,1,robust_correct,2
2024-02,Training500,5an6__B1_Q9X2D0--5an6__C1_Q9X2D0,5an6,cluster_33544_33544,cluster_33544,cluster_33544,Q9X2D0,Q9X2D0,group3,1,robust_correct,4
2024-02,Training500,2vcg__D1_Q70I53--2vcg__A1_Q70I53,2vcg,cluster_4973_4973,cluster_4973,cluster_4973,Q70I53,Q70I53,group2,1,robust_correct,1
2024-02,Training500,1b7e__A1_Q46731--1b7e__A2_Q46731,1b7e,cluster_12148_12148,cluster_12148,cluster_12148,Q46731,Q46731,group1,1,robust_correct,0
2024-02,Training500,2d1g__A1_A0Q436--2d1g__B1_A0Q436,2d1g,cluster_36673_36673,cluster_36673,cluster_36673,A0Q436,A0Q436,group1,1,robust_correct,3
2024-02,Training500,3fx0__B1_Q9Y6K9--3fx0__A1_Q9Y6K9,3fx0,cluster_3603_3603,cluster_3603,cluster_3603,Q9Y6K9,Q9Y6K9,group2,1,robust_correct,2
2024-02,Training500,2aye__B1_Q84294--2aye__A1_Q84294,2aye,cluster_1084_1084,cluster_1084,cluster_1084,Q84294,Q84294,group1,1,robust_correct,4
2024-02,Training500,3cam__A1_Q9JZZ4--3cam__B1_Q9JZZ4,3cam,cluster_2873_2873,cluster_2873,cluster_2873,Q9JZZ4,Q9JZZ4,group2,1,robust_correct,1
2024-02,Training500,2q1k__A1_Q1EHA4--2q1k__B1_Q1EHA4,2q1k,cluster_19020_19020,cluster_19020,cluster_19020,Q1EHA4,Q1EHA4,group2,1,robust_correct,0
2024-02,Training500,5mxg__A1_C7BLE4--5mxg__A2_C7BLE4,5mxg,cluster_4501_4501,cluster_4501,cluster_4501,C7BLE4,C7BLE4,group2,1,robust_correct,3
2024-02,Training500,4cfg__A1_Q14258--4cfg__B1_Q14258,4cfg,cluster_19549_19549,cluster_19549,cluster_19549,Q14258,Q14258,group1,1,robust_correct,2
2024-02,Training500,6y62__B1_Q5MYC0--6y62__A1_Q5MYC0,6y62,cluster_1928_1944,cluster_1928,cluster_1944,Q5MYC0,Q5MYC0,group2,1,robust_correct,4
2024-02,Training500,2dm9__A1_O57724--2dm9__B1_O57724,2dm9,cluster_4445_4445,cluster_4445,cluster_4445,O57724,O57724,group3,1,robust_correct,1
2024-02,Training500,4git__A1_Q84FG5--4git__B1_Q84FG5,4git,cluster_3575_3575,cluster_3575,cluster_3575,Q84FG5,Q84FG5,group2,1,robust_correct,0
2024-02,Training500,3nnf__A1_Q6DNF2--3nnf__A2_Q6DNF2,3nnf,cluster_33162_33162,cluster_33162,cluster_33162,Q6DNF2,Q6DNF2,group1,1,robust_correct,3
2024-02,Training500,6efw__A1_J9VIT7--6efw__A2_J9VIT7,6efw,cluster_20270_20270,cluster_20270,cluster_20270,J9VIT7,J9VIT7,group1,1,robust_correct,2
2024-02,Training500,3b4y__A1_P9WNE1--3b4y__B1_P9WNE1,3b4y,cluster_29286_29286,cluster_29286,cluster_29286,P9WNE1,P9WNE1,group3,1,robust_correct,4
2024-02,Training500,6exa__B1_Q5ZYC7--6exa__A1_Q5ZYC7,6exa,cluster_4995_4995,cluster_4995,cluster_4995,Q5ZYC7,Q5ZYC7,group1,1,robust_correct,1
2024-02,Training500,2eiu__E1_O67549--2eiu__A1_O67549,2eiu,cluster_23769_23769,cluster_23769,cluster_23769,O67549,O67549,group3,1,robust_correct,0
2024-02,Training500,4obx__A1_P49017--4obx__D1_P49017,4obx,cluster_37377_37377,cluster_37377,cluster_37377,P49017,P49017,group1,1,robust_correct,3
2024-02,Training500,2ei5__A1_Q5SM82--2ei5__B1_Q5SM82,2ei5,cluster_23761_23761,cluster_23761,cluster_23761,Q5SM82,Q5SM82,group3,1,robust_correct,2
2024-02,Training500,4gof__A1_O43765--4gof__B1_O43765,4gof,cluster_5189_5189,cluster_5189,cluster_5189,O43765,O43765,group1,1,robust_correct,4
2024-02,Training500,2ntx__A1_Q9LV40--2ntx__B1_Q9LV40,2ntx,cluster_19528_19528,cluster_19528,cluster_19528,Q9LV40,Q9LV40,group2,1,robust_correct,1
2024-02,Training500,5gwv__B1_A0A010--5gwv__A1_A0A010,5gwv,cluster_20419_20419,cluster_20419,cluster_20419,A0A010,A0A010,group3,1,robust_correct,0
2024-02,Training500,6kuc__A1_Q9Y006--6kuc__A2_Q9Y006,6kuc,cluster_33276_33276,cluster_33276,cluster_33276,Q9Y006,Q9Y006,group2,1,robust_correct,3
2024-02,Training500,5swi__A1_A0A0Y0HIE3--5swi__D1_A0A0Y0HIE3,5swi,cluster_5152_5152,cluster_5152,cluster_5152,A0A0Y0HIE3,A0A0Y0HIE3,group1,1,robust_correct,2
2024-02,Training500,1v5v__A1_O58888--1v5v__B1_O58888,1v5v,cluster_14502_14502,cluster_14502,cluster_14502,O58888,O58888,group1,1,robust_correct,4
2024-02,Training500,3e7l__A1_O66551--3e7l__B1_O66551,3e7l,cluster_18009_18009,cluster_18009,cluster_18009,O66551,O66551,group2,1,robust_correct,1
2024-02,Training500,3qty__A1_Q5NGF2--3qty__B1_Q5NGF2,3qty,cluster_9443_9443,cluster_9443,cluster_9443,Q5NGF2,Q5NGF2,group3,1,robust_correct,0
2024-02,Training500,6wlg__A1_Q68E01--6wlg__B2_Q68E01,6wlg,cluster_6155_6155,cluster_6155,cluster_6155,Q68E01,Q68E01,group3,1,robust_correct,3
2024-02,Training500,1qrk__B1_P00488--1qrk__A1_P00488,1qrk,cluster_4257_4257,cluster_4257,cluster_4257,P00488,P00488,group1,1,robust_correct,2
2024-02,Training500,1on8__A1_Q9ES89--1on8__B1_Q9ES89,1on8,cluster_10693_10693,cluster_10693,cluster_10693,Q9ES89,Q9ES89,group2,1,robust_correct,4
2024-02,Training500,1lyw__B1_P07339--1lyw__A1_P07339,1lyw,cluster_483_9737,cluster_483,cluster_9737,P07339,P07339,group3,1,robust_correct,1
2024-02,Training500,7acx__B1_Q9AEM2--7acx__A1_Q9AEM2,7acx,cluster_6774_6775,cluster_6774,cluster_6775,Q9AEM2,Q9AEM2,group3,1,robust_correct,0
2024-02,Training500,1k04__A1_Q05397--1k04__A2_Q05397,1k04,cluster_10850_10850,cluster_10850,cluster_10850,Q05397,Q05397,group1,1,robust_correct,3
2024-02,Training500,3wvb__A1_Q58649--3wvb__B1_Q58649,3wvb,cluster_15381_15381,cluster_15381,cluster_15381,Q58649,Q58649,group2,1,robust_correct,2
2024-02,Training500,7ppp__A1_A0A5F9DAT3--7ppp__B1_A0A5F9DAT3,7ppp,cluster_27042_27042,cluster_27042,cluster_27042,A0A5F9DAT3,A0A5F9DAT3,group2,1,robust_correct,4
2024-02,Training500,4v1i__A1_A0A140UH28--4v1i__B1_A0A140UH28,4v1i,cluster_31092_31092,cluster_31092,cluster_31092,A0A140UH28,A0A140UH28,group3,1,robust_correct,1
2024-02,Training500,1g6u__A1_UNDEFINED--1g6u__B1_UNDEFINED,1g6u,cluster_34425_34425,cluster_34425,cluster_34425,UNDEFINED,UNDEFINED,group2,1,robust_correct,0
2024-02,Training500,1ptq__A1_P28867--1ptq__A2_P28867,1ptq,cluster_16756_16756,cluster_16756,cluster_16756,P28867,P28867,group1,1,robust_correct,3
2024-02,Training500,6w2n__A1_Q4DJ68--6w2n__A2_Q4DJ68,6w2n,cluster_6342_6342,cluster_6342,cluster_6342,Q4DJ68,Q4DJ68,group3,1,robust_correct,2
2024-02,Training500,3d8h__B1_Q5CXZ9--3d8h__A1_Q5CXZ9,3d8h,cluster_1927_1927,cluster_1927,cluster_1927,Q5CXZ9,Q5CXZ9,group1,1,robust_correct,4
2024-02,Training500,7r79__B1_F0UVX7--7r79__A1_F0UVX7,7r79,cluster_9878_9878,cluster_9878,cluster_9878,F0UVX7,F0UVX7,group3,1,robust_correct,1
2024-02,Training500,3qsg__A1_C8WX00--3qsg__A2_C8WX00,3qsg,cluster_14333_14333,cluster_14333,cluster_14333,C8WX00,C8WX00,group1,1,robust_correct,0
2024-02,Training500,3w0l__B1_Q91754--3w0l__A1_Q91753,3w0l,cluster_15362_29247,cluster_29247,cluster_15362,Q91754,Q91753,feasibility50,2,fragile_correct,2
2024-02,Training500,2dcu__A1_Q8U082--2dcu__B1_Q8U3I5,2dcu,cluster_2663_3329,cluster_3329,cluster_2663,Q8U082,Q8U3I5,group1,2,fragile_correct,4
2024-02,Training500,4uhz__A1_P12643--4uhz__B1_Q6NW40,4uhz,cluster_1376_7063,cluster_1376,cluster_7063,P12643,Q6NW40,group1,2,fragile_correct,0
2024-02,Training500,1hh4__A1_P63000--1hh4__C1_P52565,1hh4,cluster_10578_437,cluster_437,cluster_10578,P63000,P52565,group2,2,fragile_correct,1
2024-02,Training500,3f8u__A1_P30101--3f8u__B1_O15533,3f8u,cluster_10886_621,cluster_621,cluster_10886,P30101,O15533,group3,2,fragile_correct,3
2024-02,Training500,6lqo__A1_P29882--6lqo__G1_P0CK49,6lqo,cluster_10253_24015,cluster_24015,cluster_10253,P29882,P0CK49,group1,2,fragile_correct,2
2024-02,Training500,4xl5__B1_UNDEFINED--4xl5__A1_P42212,4xl5,cluster_10903_91,cluster_10903,cluster_91,UNDEFINED,P42212,group1,2,fragile_correct,4
2024-02,Training500,7drb__B1_A0A2I8B6R1--7drb__A1_Q30BZ2,7drb,cluster_16810_3302,cluster_16810,cluster_3302,A0A2I8B6R1,Q30BZ2,group3,2,fragile_correct,0
2024-02,Training500,6ahy__B1_P56703--6ahy__A1_Q61091,6ahy,cluster_11260_3677,cluster_11260,cluster_3677,P56703,Q61091,feasibility50,2,fragile_correct,1
2024-02,Training500,6sqc__A1_P0AEX9--6sqc__B1_Q9Y6Q9,6sqc,cluster_23402_409,cluster_409,cluster_23402,P0AEX9,Q9Y6Q9,feasibility50,2,fragile_correct,3
2024-02,Training500,5lda__A1_Q8U1Y4--5lda__B1_Q8U1Z3,5lda,cluster_1447_5364,cluster_1447,cluster_5364,Q8U1Y4,Q8U1Z3,group3,2,fragile_correct,2
2024-02,Training500,2uzx__B1_P08581--2uzx__A1_P0DQD2,2uzx,cluster_10535_651,cluster_10535,cluster_651,P08581,P0DQD2,feasibility50,2,fragile_correct,4
2024-02,Training500,1x3w__A1_Q02890--1x3w__B1_P32628,1x3w,cluster_11806_16546,cluster_16546,cluster_11806,Q02890,P32628,group2,2,fragile_correct,0
2024-02,Training500,5b2h__A1_Q93HT5--5b2h__B1_Q93HT5,5b2h,cluster_2562_2562,cluster_2562,cluster_2562,Q93HT5,Q93HT5,group1,2,fragile_correct,1
2024-02,Training500,3mlf__A1_UNDEFINED--3mlf__B1_UNDEFINED,3mlf,cluster_22428_22428,cluster_22428,cluster_22428,UNDEFINED,UNDEFINED,group3,2,fragile_correct,3
2024-02,Training500,5hrm__B1_A0A077JBW9--5hrm__A1_A0A077JBW9,5hrm,cluster_1336_1336,cluster_1336,cluster_1336,A0A077JBW9,A0A077JBW9,group3,2,fragile_correct,2
2024-02,Training500,3jtz__A1_Q9Z3B4--3jtz__A2_Q9Z3B4,3jtz,cluster_7922_7922,cluster_7922,cluster_7922,Q9Z3B4,Q9Z3B4,group3,2,fragile_correct,0
2024-02,Training500,5cuz__A1_Q9H3L0--5cuz__A2_Q9H3L0,5cuz,cluster_30462_30462,cluster_30462,cluster_30462,Q9H3L0,Q9H3L0,group2,2,fragile_correct,4
2024-02,Training500,5e9h__B1_Q4HYR2--5e9h__A1_Q4HYR2,5e9h,cluster_3935_3935,cluster_3935,cluster_3935,Q4HYR2,Q4HYR2,group2,2,fragile_correct,1
2024-02,Training500,4z0o__A1_Q504Y3--4z0o__A2_Q504Y3,4z0o,cluster_2560_2560,cluster_2560,cluster_2560,Q504Y3,Q504Y3,group2,2,fragile_correct,3
2024-02,Training500,1bed__A1_P32557--1bed__A2_P32557,1bed,cluster_2303_2303,cluster_2303,cluster_2303,P32557,P32557,group3,2,fragile_correct,2
2024-02,Training500,6a9y__A1_Q9BQI5--6a9y__A2_Q9BQI5,6a9y,cluster_15576_15576,cluster_15576,cluster_15576,Q9BQI5,Q9BQI5,group3,2,fragile_correct,0
2024-02,Training500,3nbe__A1_B2ZRS9--3nbe__B1_B2ZRS9,3nbe,cluster_4625_4625,cluster_4625,cluster_4625,B2ZRS9,B2ZRS9,group3,2,fragile_correct,4
2024-02,Training500,7aed__B1_D1LHF8--7aed__A1_D1LHF8,7aed,cluster_16236_16236,cluster_16236,cluster_16236,D1LHF8,D1LHF8,group1,2,fragile_correct,1
2024-02,Training500,7dtl__A1_UNDEFINED--7dtl__B1_UNDEFINED,7dtl,cluster_30356_30356,cluster_30356,cluster_30356,UNDEFINED,UNDEFINED,group1,2,fragile_correct,3
2024-02,Training500,3rg2__A1_P10378--3rg2__B1_P10378,3rg2,cluster_15618_15618,cluster_15618,cluster_15618,P10378,P10378,group3,2,fragile_correct,2
2024-02,Training500,2hn1__A1_O29472--2hn1__A2_O29472,2hn1,cluster_6812_6812,cluster_6812,cluster_6812,O29472,O29472,group3,2,fragile_correct,0
2024-02,Training500,3fn7__A1_Q99ZN4--3fn7__A2_Q99ZN4,3fn7,cluster_11570_11570,cluster_11570,cluster_11570,Q99ZN4,Q99ZN4,group2,2,fragile_correct,4
2024-02,Training500,6y75__A1_Q236S9--6y75__B1_Q236S9,6y75,cluster_9365_9365,cluster_9365,cluster_9365,Q236S9,Q236S9,group2,2,fragile_correct,1
2024-02,Training500,5axg__B1_B0KBZ7--5axg__A1_B0KBZ7,5axg,cluster_6233_6233,cluster_6233,cluster_6233,B0KBZ7,B0KBZ7,group3,2,fragile_correct,3
2024-02,Training500,4hme__A1_B1VBB0--4hme__A2_B1VBB0,4hme,cluster_12661_12661,cluster_12661,cluster_12661,B1VBB0,B1VBB0,group3,2,fragile_correct,2
2024-02,Training500,4bjn__A1_Q2MV52--4bjn__B1_Q2MV52,4bjn,cluster_32102_32102,cluster_32102,cluster_32102,Q2MV52,Q2MV52,group2,2,fragile_correct,0
2024-02,Training500,2ynw__B1_Q704V1--2ynw__A1_Q704V1,2ynw,cluster_1585_1585,cluster_1585,cluster_1585,Q704V1,Q704V1,group1,2,fragile_correct,4
2024-02,Training500,1qqf__A1_P01026--1qqf__A2_P01026,1qqf,cluster_174_174,cluster_174,cluster_174,P01026,P01026,group1,2,fragile_correct,1
2024-02,Training500,6tgk__A1_Q05086--6tgk__A2_Q05086,6tgk,cluster_18560_18560,cluster_18560,cluster_18560,Q05086,Q05086,group2,2,fragile_correct,3
2024-02,Training500,1dov__A1_P26231--1dov__A2_P26231,1dov,cluster_23573_23573,cluster_23573,cluster_23573,P26231,P26231,group3,2,fragile_correct,2
2024-02,Training500,1i7f__A1_P0A6Y5--1i7f__A2_P0A6Y5,1i7f,cluster_16013_16013,cluster_16013,cluster_16013,P0A6Y5,P0A6Y5,group1,2,fragile_correct,0
2024-02,Training500,6rj8__A1_A0A5B8X6B5--6rj8__A2_A0A5B8X6B5,6rj8,cluster_247_247,cluster_247,cluster_247,A0A5B8X6B5,A0A5B8X6B5,group2,2,fragile_correct,4
2024-02,Training500,3vcb__A1_P0C6X9--3vcb__B1_P0C6X9,3vcb,cluster_13247_13247,cluster_13247,cluster_13247,P0C6X9,P0C6X9,group2,2,fragile_correct,1
2024-02,Training500,5fnw__A1_M1AKE5--5fnw__A2_M1AKE5,5fnw,cluster_11515_11515,cluster_11515,cluster_11515,M1AKE5,M1AKE5,group1,2,fragile_correct,3
2024-02,Training500,1qxx__A1_P02929--1qxx__A2_P02929,1qxx,cluster_2574_2574,cluster_2574,cluster_2574,P02929,P02929,group2,2,fragile_correct,2
2024-02,Training500,5t5s__A1_P49588--5t5s__A2_P49588,5t5s,cluster_10279_10279,cluster_10279,cluster_10279,P49588,P49588,group3,2,fragile_correct,0
2024-02,Training500,2yq2__A1_Q01499--2yq2__B1_Q01499,2yq2,cluster_8496_8496,cluster_8496,cluster_8496,Q01499,Q01499,group2,2,fragile_correct,4
2024-02,Training500,6yyi__A1_B5YB78--6yyi__B1_B5YB78,6yyi,cluster_7101_7101,cluster_7101,cluster_7101,B5YB78,B5YB78,group1,2,fragile_correct,1
2024-02,Training500,4nc4__A1_Q9FN03--4nc4__B1_Q9FN03,4nc4,cluster_735_735,cluster_735,cluster_735,Q9FN03,Q9FN03,group1,2,fragile_correct,3
2024-02,Training500,4rt0__A1_Q9HY69--4rt0__A2_Q9HY69,4rt0,cluster_6884_6884,cluster_6884,cluster_6884,Q9HY69,Q9HY69,group2,2,fragile_correct,2
2024-02,Training500,2j67__A1_Q9BXR5--2j67__B1_Q9BXR5,2j67,cluster_17154_17154,cluster_17154,cluster_17154,Q9BXR5,Q9BXR5,group3,2,fragile_correct,0
2024-02,Training500,6z70__A1_O66528--6z70__B1_O66528,6z70,cluster_5291_5291,cluster_5291,cluster_5291,O66528,O66528,group1,2,fragile_correct,4
2024-02,Training500,1exs__A1_P04119--1exs__A2_P04119,1exs,cluster_13713_13713,cluster_13713,cluster_13713,P04119,P04119,group1,2,fragile_correct,1
2024-02,Training500,3ups__A1_Q5NLX3--3ups__A2_Q5NLX3,3ups,cluster_4549_4549,cluster_4549,cluster_4549,Q5NLX3,Q5NLX3,group3,2,fragile_correct,3
2024-02,Training500,4mxe__A1_Q5FWF5--4mxe__B1_Q5FWF5,4mxe,cluster_4519_4519,cluster_4519,cluster_4519,Q5FWF5,Q5FWF5,group2,2,fragile_correct,2
2024-02,Training500,6o1t__A1_P79125--6o1t__B2_P79125,6o1t,cluster_21060_21060,cluster_21060,cluster_21060,P79125,P79125,group3,2,fragile_correct,0
2024-02,Training500,6y9m__D1_P36291--6y9m__A1_P36291,6y9m,cluster_30369_30369,cluster_30369,cluster_30369,P36291,P36291,group1,2,fragile_correct,4
2024-02,Training500,4k8w__A1_Q8RP52--4k8w__A2_Q8RP52,4k8w,cluster_25270_25270,cluster_25270,cluster_25270,Q8RP52,Q8RP52,group1,2,fragile_correct,1
2024-02,Training500,2ec2__A1_Q974H8--2ec2__C1_Q974H8,2ec2,cluster_7236_7236,cluster_7236,cluster_7236,Q974H8,Q974H8,group2,2,fragile_correct,3
2024-02,Training500,3u3q__A1_O75509--3u3q__A2_O75509,3u3q,cluster_2284_2284,cluster_2284,cluster_2284,O75509,O75509,group3,2,fragile_correct,2
2024-02,Training500,4wj0__A1_O58938--4wj0__B1_O58938,4wj0,cluster_8423_8423,cluster_8423,cluster_8423,O58938,O58938,group2,2,fragile_correct,0
2024-02,Training500,4nsr__A1_Q9KN41--4nsr__C1_Q9KN41,4nsr,cluster_12780_12780,cluster_12780,cluster_12780,Q9KN41,Q9KN41,group1,2,fragile_correct,4
2024-02,Training500,5bqb__A1_Q00604--5bqb__B1_Q00604,5bqb,cluster_12151_12151,cluster_12151,cluster_12151,Q00604,Q00604,group3,2,fragile_correct,1
2024-02,Training500,6njy__A1_F3ZXK6--6njy__B1_F3ZXK6,6njy,cluster_32919_32919,cluster_32919,cluster_32919,F3ZXK6,F3ZXK6,group1,2,fragile_correct,3
2024-02,Training500,2cuy__A1_Q5SL77--2cuy__B1_Q5SL77,2cuy,cluster_5433_5433,cluster_5433,cluster_5433,Q5SL77,Q5SL77,group2,2,fragile_correct,2
2024-02,Training500,3thf__A1_A1Z9P3--3thf__B1_A1Z9P3,3thf,cluster_16856_16856,cluster_16856,cluster_16856,A1Z9P3,A1Z9P3,group2,2,fragile_correct,0
2024-02,Training500,2zcm__B1_Q5HKQ1--2zcm__A1_Q5HKQ1,2zcm,cluster_27764_27764,cluster_27764,cluster_27764,Q5HKQ1,Q5HKQ1,group1,2,fragile_correct,4
2024-02,Training500,5cqs__A1_Q06706--5cqs__D1_Q06706,5cqs,cluster_3357_3357,cluster_3357,cluster_3357,Q06706,Q06706,group2,2,fragile_correct,1
2024-02,Training500,1na6__B1_P14633--1na6__A1_P14633,1na6,cluster_34614_34614,cluster_34614,cluster_34614,P14633,P14633,group3,2,fragile_correct,3
2024-02,Training500,5min__B1_P13650--5min__A1_P13650,5min,cluster_11757_11757,cluster_11757,cluster_11757,P13650,P13650,group2,2,fragile_correct,2
2024-02,Training500,5ve6__A1_Q86YV5--5ve6__A2_Q86YV5,5ve6,cluster_14661_14661,cluster_14661,cluster_14661,Q86YV5,Q86YV5,group2,2,fragile_correct,0
2024-02,Training500,3nbf__A1_Q72GF3--3nbf__B1_Q72GF3,3nbf,cluster_2584_2584,cluster_2584,cluster_2584,Q72GF3,Q72GF3,group1,2,fragile_correct,4
2024-02,Training500,3teq__C1_Q13586--3teq__A1_Q13586,3teq,cluster_7573_7591,cluster_7591,cluster_7573,Q13586,Q13586,group1,2,fragile_correct,1
2024-02,Training500,5kou__B1_Q82446--5kou__A1_Q82446,5kou,cluster_5587_5587,cluster_5587,cluster_5587,Q82446,Q82446,group3,2,fragile_correct,3
2024-02,Training500,5y78__A1_B5AJT1--5y78__B1_B5AJT1,5y78,cluster_9354_9354,cluster_9354,cluster_9354,B5AJT1,B5AJT1,group3,2,fragile_correct,2
2024-02,Training500,5l1m__A1_Q8WXE0--5l1m__A2_Q8WXE0,5l1m,cluster_1165_1165,cluster_1165,cluster_1165,Q8WXE0,Q8WXE0,group3,2,fragile_correct,0
2024-02,Training500,3e0y__A1_Q74E48--3e0y__B1_Q74E48,3e0y,cluster_19628_19628,cluster_19628,cluster_19628,Q74E48,Q74E48,group1,2,fragile_correct,4
2024-02,Training500,5gox__A1_Q92878--5gox__B1_Q92878,5gox,cluster_5233_5233,cluster_5233,cluster_5233,Q92878,Q92878,group3,2,fragile_correct,1
2024-02,Training500,7ped__A1_Q8TB45--7ped__B1_Q8TB45,7ped,cluster_13785_13785,cluster_13785,cluster_13785,Q8TB45,Q8TB45,group3,2,fragile_correct,3
2024-02,Training500,2yip__A1_P81860--2yip__B1_P81860,2yip,cluster_19081_19081,cluster_19081,cluster_19081,P81860,P81860,group3,2,fragile_correct,2
2024-02,Training500,2qko__B1_Q0S912--2qko__A1_Q0S912,2qko,cluster_25603_25603,cluster_25603,cluster_25603,Q0S912,Q0S912,group3,2,fragile_correct,0
2024-02,Training500,3cnu__A1_O28738--3cnu__A2_O28738,3cnu,cluster_30889_30889,cluster_30889,cluster_30889,O28738,O28738,group3,2,fragile_correct,4
2024-02,Training500,6lh6__A1_A0A1S2XQ25--6lh6__B1_A0A1S2XQ25,6lh6,cluster_12897_12897,cluster_12897,cluster_12897,A0A1S2XQ25,A0A1S2XQ25,group1,2,fragile_correct,1
2024-02,Training500,1nfp__A1_P09142--1nfp__A2_P09142,1nfp,cluster_14051_14051,cluster_14051,cluster_14051,P09142,P09142,group3,2,fragile_correct,3
2024-02,Training500,3x15__A1_O67504--3x15__C1_O67504,3x15,cluster_21566_21566,cluster_21566,cluster_21566,O67504,O67504,group3,2,fragile_correct,2
2024-02,Training500,3x0e__A1_P60033--3x0e__B1_P60033,3x0e,cluster_4192_4192,cluster_4192,cluster_4192,P60033,P60033,group2,2,fragile_correct,0
2024-02,Training500,7bjn__A1_Q8IGY1--7bjn__B1_Q8IGY1,7bjn,cluster_32093_32094,cluster_32093,cluster_32094,Q8IGY1,Q8IGY1,group1,2,fragile_correct,4
2024-02,Training500,2xcu__A1_O66663--2xcu__C1_O66663,2xcu,cluster_21682_21682,cluster_21682,cluster_21682,O66663,O66663,group1,2,fragile_correct,1
2024-02,Training500,3evi__A1_Q8N4E4--3evi__B1_Q8N4E4,3evi,cluster_621_9056,cluster_621,cluster_9056,Q8N4E4,Q8N4E4,group2,2,fragile_correct,3
2024-02,Training500,6otn__A1_P06753--6otn__B1_P06753,6otn,cluster_20078_2127,cluster_20078,cluster_2127,P06753,P06753,group1,2,fragile_correct,2
2024-02,Training500,1t6l__A1_P16790--1t6l__A2_P16790,1t6l,cluster_17184_17184,cluster_17184,cluster_17184,P16790,P16790,group3,2,fragile_correct,0
2024-02,Training500,6hlk__A1_A0A5H1ZR32--6hlk__A2_A0A5H1ZR32,6hlk,cluster_18876_18876,cluster_18876,cluster_18876,A0A5H1ZR32,A0A5H1ZR32,group3,2,fragile_correct,4
2024-02,Training500,4bou__A1_Q5T2D3--4bou__A2_Q5T2D3,4bou,cluster_12050_12050,cluster_12050,cluster_12050,Q5T2D3,Q5T2D3,group3,2,fragile_correct,1
2024-02,Training500,4g2u__A1_Q8T8F4--4g2u__B1_Q8T8F4,4g2u,cluster_19720_19720,cluster_19720,cluster_19720,Q8T8F4,Q8T8F4,group1,2,fragile_correct,3
2024-02,Training500,1k51__A1_Q51912--1k51__A2_Q51912,1k51,cluster_7436_7436,cluster_7436,cluster_7436,Q51912,Q51912,group3,2,fragile_correct,2
2024-02,Training500,1aor__A1_Q51739--1aor__B1_Q51739,1aor,cluster_7771_7771,cluster_7771,cluster_7771,Q51739,Q51739,group3,2,fragile_correct,0
2024-02,Training500,2o96__B1_P51665--2o96__A1_P51665,2o96,cluster_1446_1446,cluster_1446,cluster_1446,P51665,P51665,group1,2,fragile_correct,4
2024-02,Training500,2ypr__A1_Q99581--2ypr__B1_Q99581,2ypr,cluster_2670_2670,cluster_2670,cluster_2670,Q99581,Q99581,group3,2,fragile_correct,1
2024-02,Training500,6n85__A1_Q5E9J8--6n85__B1_P0AEX9,6n85,cluster_24627_409,cluster_24627,cluster_409,Q5E9J8,P0AEX9,group3,3,rerank_rescuable,3
2024-02,Training500,6pog__B1_Q99435--6pog__A1_Q96MS0,6pog,cluster_1605_19014,cluster_19014,cluster_1605,Q99435,Q96MS0,feasibility50,3,rerank_rescuable,1
2024-02,Training500,3ph0__A1_Q1EHA4--3ph0__B1_Q1EHA2,3ph0,cluster_19020_21028,cluster_19020,cluster_21028,Q1EHA4,Q1EHA2,group1,3,rerank_rescuable,0
2024-02,Training500,4iu2__B1_A0AEF5--4iu2__A1_A0AEF6,4iu2,cluster_31952_5701,cluster_31952,cluster_5701,A0AEF5,A0AEF6,feasibility50,3,rerank_rescuable,2
2024-02,Training500,2wwx__B1_Q5ZSQ3--2wwx__A1_P62820,2wwx,cluster_437_5118,cluster_5118,cluster_437,Q5ZSQ3,P62820,group3,3,rerank_rescuable,4
2024-02,Training500,7ouv__A1_Q14315--7ouv__B1_Q14315,7ouv,cluster_6310_6310,cluster_6310,cluster_6310,Q14315,Q14315,group2,3,rerank_rescuable,2
2024-02,Training500,7cnv__A1_A0B757--7cnv__B1_A0B757,7cnv,cluster_3885_3885,cluster_3885,cluster_3885,A0B757,A0B757,group3,3,rerank_rescuable,3
2024-02,Training500,7jre__A1_Q68T42--7jre__B1_Q68T42,7jre,cluster_14310_14310,cluster_14310,cluster_14310,Q68T42,Q68T42,group1,3,rerank_rescuable,1
2024-02,Training500,2r9a__A1_Q9H9Q4--2r9a__B1_Q9H9Q4,2r9a,cluster_63_63,cluster_63,cluster_63,Q9H9Q4,Q9H9Q4,group2,3,rerank_rescuable,4
2024-02,Training500,6wmk__A1_UNDEFINED--6wmk__B1_UNDEFINED,6wmk,cluster_4472_4472,cluster_4472,cluster_4472,UNDEFINED,UNDEFINED,group1,3,rerank_rescuable,0
2024-02,Training500,3toj__B1_Q9UBL3--3toj__A1_Q9UBL3,3toj,cluster_7096_7096,cluster_7096,cluster_7096,Q9UBL3,Q9UBL3,group2,3,rerank_rescuable,2
