selection_order,id,source_group,class_id,class_key,same_uniprot,cluster_id,cv_fold,length_R,length_L,total_length,selection_reason,selection_hash
174,6exa__B1_Q5ZYC7--6exa__A1_Q5ZYC7,group1,1,robust_correct,True,cluster_4995_4995,1,224,217,441,maximin_feature_diversity,11084404542878101668
175,2eiu__E1_O67549--2eiu__A1_O67549,group3,1,robust_correct,True,cluster_23769_23769,0,125,115,240,maximin_feature_diversity,11136565261682415390
176,4obx__A1_P49017--4obx__D1_P49017,group1,1,robust_correct,True,cluster_37377_37377,3,235,235,470,maximin_feature_diversity,11322255856292513344
177,2ei5__A1_Q5SM82--2ei5__B1_Q5SM82,group3,1,robust_correct,True,cluster_23761_23761,2,106,106,212,maximin_feature_diversity,12357790035807969370
178,4gof__A1_O43765--4gof__B1_O43765,group1,1,robust_correct,True,cluster_5189_5189,4,52,52,104,maximin_feature_diversity,12749467773739429396
179,2ntx__A1_Q9LV40--2ntx__B1_Q9LV40,group2,1,robust_correct,True,cluster_19528_19528,1,300,273,573,maximin_feature_diversity,13375957835557547534
180,5gwv__B1_A0A010--5gwv__A1_A0A010,group3,1,robust_correct,True,cluster_20419_20419,0,332,264,596,maximin_feature_diversity,13656924911413001275
181,6kuc__A1_Q9Y006--6kuc__A2_Q9Y006,group2,1,robust_correct,True,cluster_33276_33276,3,377,377,754,maximin_feature_diversity,13778936782914070686
182,5swi__A1_A0A0Y0HIE3--5swi__D1_A0A0Y0HIE3,group1,1,robust_correct,True,cluster_5152_5152,2,693,681,1374,maximin_feature_diversity,14240851828656641341
183,1v5v__A1_O58888--1v5v__B1_O58888,group1,1,robust_correct,True,cluster_14502_14502,4,399,399,798,maximin_feature_diversity,14262360945808459647
184,3e7l__A1_O66551--3e7l__B1_O66551,group2,1,robust_correct,True,cluster_18009_18009,1,60,54,114,maximin_feature_diversity,14587851813419373628
185,3qty__A1_Q5NGF2--3qty__B1_Q5NGF2,group3,1,robust_correct,True,cluster_9443_9443,0,334,317,651,maximin_feature_diversity,14676967263376646211
186,6wlg__A1_Q68E01--6wlg__B2_Q68E01,group3,1,robust_correct,True,cluster_6155_6155,3,361,346,707,maximin_feature_diversity,14706116199663713417
187,1qrk__B1_P00488--1qrk__A1_P00488,group1,1,robust_correct,True,cluster_4257_4257,2,705,700,1405,maximin_feature_diversity,14759386381130237673
188,1on8__A1_Q9ES89--1on8__B1_Q9ES89,group2,1,robust_correct,True,cluster_10693_10693,4,265,262,527,maximin_feature_diversity,14972714964338928389
189,1lyw__B1_P07339--1lyw__A1_P07339,group3,1,robust_correct,True,cluster_483_9737,1,241,95,336,maximin_feature_diversity,15148407194049544180
190,7acx__B1_Q9AEM2--7acx__A1_Q9AEM2,group3,1,robust_correct,True,cluster_6774_6775,0,369,313,682,maximin_feature_diversity,15277130262422810063
191,1k04__A1_Q05397--1k04__A2_Q05397,group1,1,robust_correct,True,cluster_10850_10850,3,142,142,284,maximin_feature_diversity,15513788437585606873
192,3wvb__A1_Q58649--3wvb__B1_Q58649,group2,1,robust_correct,True,cluster_15381_15381,2,167,167,334,maximin_feature_diversity,15594566021919913890
193,7ppp__A1_A0A5F9DAT3--7ppp__B1_A0A5F9DAT3,group2,1,robust_correct,True,cluster_27042_27042,4,73,61,134,maximin_feature_diversity,15813636621039711574
194,4v1i__A1_A0A140UH28--4v1i__B1_A0A140UH28,group3,1,robust_correct,True,cluster_31092_31092,1,151,150,301,maximin_feature_diversity,15845195547973350884
195,1g6u__A1_UNDEFINED--1g6u__B1_UNDEFINED,group2,1,robust_correct,False,cluster_34425_34425,0,48,48,96,maximin_feature_diversity,15969705545663886374
196,1ptq__A1_P28867--1ptq__A2_P28867,group1,1,robust_correct,True,cluster_16756_16756,3,50,50,100,maximin_feature_diversity,16489053159080859912
197,6w2n__A1_Q4DJ68--6w2n__A2_Q4DJ68,group3,1,robust_correct,True,cluster_6342_6342,2,544,544,1088,maximin_feature_diversity,16599029875423524074
198,3d8h__B1_Q5CXZ9--3d8h__A1_Q5CXZ9,group1,1,robust_correct,True,cluster_1927_1927,4,235,229,464,maximin_feature_diversity,17780157429187044739
199,7r79__B1_F0UVX7--7r79__A1_F0UVX7,group3,1,robust_correct,True,cluster_9878_9878,1,77,76,153,maximin_feature_diversity,18020190043227710741
200,3qsg__A1_C8WX00--3qsg__A2_C8WX00,group1,1,robust_correct,True,cluster_14333_14333,0,280,280,560,maximin_feature_diversity,18260412500481325835
201,3w0l__B1_Q91754--3w0l__A1_Q91753,feasibility50,2,fragile_correct,False,cluster_15362_29247,2,598,426,1024,existing_multiseed_anchor,2857832728278505703
202,2dcu__A1_Q8U082--2dcu__B1_Q8U3I5,group1,2,fragile_correct,False,cluster_2663_3329,4,407,137,544,retain_complete_high_information_class,3055441812339260663
203,4uhz__A1_P12643--4uhz__B1_Q6NW40,group1,2,fragile_correct,False,cluster_1376_7063,0,104,70,174,retain_complete_high_information_class,3124180701788537873
204,1hh4__A1_P63000--1hh4__C1_P52565,group2,2,fragile_correct,False,cluster_10578_437,1,189,186,375,retain_complete_high_information_class,3166935401589119701
205,3f8u__A1_P30101--3f8u__B1_O15533,group3,2,fragile_correct,False,cluster_10886_621,3,469,361,830,retain_complete_high_information_class,3483105662909216935
206,6lqo__A1_P29882--6lqo__G1_P0CK49,group1,2,fragile_correct,False,cluster_10253_24015,2,258,91,349,retain_complete_high_information_class,8938768631680048580
207,4xl5__B1_UNDEFINED--4xl5__A1_P42212,group1,2,fragile_correct,False,cluster_10903_91,4,245,226,471,retain_complete_high_information_class,10106452881262749261
208,7drb__B1_A0A2I8B6R1--7drb__A1_Q30BZ2,group3,2,fragile_correct,False,cluster_16810_3302,0,752,222,974,retain_complete_high_information_class,10462282417073603270
209,6ahy__B1_P56703--6ahy__A1_Q61091,feasibility50,2,fragile_correct,False,cluster_11260_3677,1,295,115,410,existing_multiseed_anchor,12735401577603310334
210,6sqc__A1_P0AEX9--6sqc__B1_Q9Y6Q9,feasibility50,2,fragile_correct,False,cluster_23402_409,3,424,39,463,existing_multiseed_anchor,13227811788477532802
211,5lda__A1_Q8U1Y4--5lda__B1_Q8U1Z3,group3,2,fragile_correct,False,cluster_1447_5364,2,126,56,182,retain_complete_high_information_class,14874219669277197178
212,2uzx__B1_P08581--2uzx__A1_P0DQD2,feasibility50,2,fragile_correct,False,cluster_10535_651,4,547,287,834,existing_multiseed_anchor,16919840580508650689
213,1x3w__A1_Q02890--1x3w__B1_P32628,group2,2,fragile_correct,False,cluster_11806_16546,0,317,55,372,retain_complete_high_information_class,17901260345191707093
214,5b2h__A1_Q93HT5--5b2h__B1_Q93HT5,group1,2,fragile_correct,True,cluster_2562_2562,1,283,283,566,retain_complete_high_information_class,293031451599220350
215,3mlf__A1_UNDEFINED--3mlf__B1_UNDEFINED,group3,2,fragile_correct,False,cluster_22428_22428,3,92,89,181,retain_complete_high_information_class,353411878657936416
216,5hrm__B1_A0A077JBW9--5hrm__A1_A0A077JBW9,group3,2,fragile_correct,True,cluster_1336_1336,2,495,494,989,retain_complete_high_information_class,1208547118983893097
217,3jtz__A1_Q9Z3B4--3jtz__A2_Q9Z3B4,group3,2,fragile_correct,True,cluster_7922_7922,0,77,77,154,retain_complete_high_information_class,1374758528803406043
218,5cuz__A1_Q9H3L0--5cuz__A2_Q9H3L0,group2,2,fragile_correct,True,cluster_30462_30462,4,155,155,310,retain_complete_high_information_class,1643839999983738017
219,5e9h__B1_Q4HYR2--5e9h__A1_Q4HYR2,group2,2,fragile_correct,True,cluster_3935_3935,1,528,518,1046,retain_complete_high_information_class,1878394712961625002
220,4z0o__A1_Q504Y3--4z0o__A2_Q504Y3,group2,2,fragile_correct,True,cluster_2560_2560,3,55,55,110,retain_complete_high_information_class,2153387207984560834
221,1bed__A1_P32557--1bed__A2_P32557,group3,2,fragile_correct,True,cluster_2303_2303,2,181,181,362,retain_complete_high_information_class,2390326559390807880
222,6a9y__A1_Q9BQI5--6a9y__A2_Q9BQI5,group3,2,fragile_correct,True,cluster_15576_15576,0,284,284,568,retain_complete_high_information_class,2466282440629593607
223,3nbe__A1_B2ZRS9--3nbe__B1_B2ZRS9,group3,2,fragile_correct,True,cluster_4625_4625,4,147,147,294,retain_complete_high_information_class,2592029990458191531
224,7aed__B1_D1LHF8--7aed__A1_D1LHF8,group1,2,fragile_correct,True,cluster_16236_16236,1,138,128,266,retain_complete_high_information_class,2660322755312355128
225,7dtl__A1_UNDEFINED--7dtl__B1_UNDEFINED,group1,2,fragile_correct,False,cluster_30356_30356,3,61,61,122,retain_complete_high_information_class,2780665927723199566
226,3rg2__A1_P10378--3rg2__B1_P10378,group3,2,fragile_correct,True,cluster_15618_15618,2,611,606,1217,retain_complete_high_information_class,2846376992025122486
227,2hn1__A1_O29472--2hn1__A2_O29472,group3,2,fragile_correct,True,cluster_6812_6812,0,246,246,492,retain_complete_high_information_class,2855713421015107882
228,3fn7__A1_Q99ZN4--3fn7__A2_Q99ZN4,group2,2,fragile_correct,True,cluster_11570_11570,4,177,177,354,retain_complete_high_information_class,2975007768407877756
229,6y75__A1_Q236S9--6y75__B1_Q236S9,group2,2,fragile_correct,True,cluster_9365_9365,1,153,150,303,retain_complete_high_information_class,3095884548700036737
230,5axg__B1_B0KBZ7--5axg__A1_B0KBZ7,group3,2,fragile_correct,True,cluster_6233_6233,3,584,583,1167,retain_complete_high_information_class,3587238468470686806
231,4hme__A1_B1VBB0--4hme__A2_B1VBB0,group3,2,fragile_correct,True,cluster_12661_12661,2,528,528,1056,retain_complete_high_information_class,3625802378532598257
232,4bjn__A1_Q2MV52--4bjn__B1_Q2MV52,group2,2,fragile_correct,True,cluster_32102_32102,0,222,219,441,retain_complete_high_information_class,3701895545265743925
233,2ynw__B1_Q704V1--2ynw__A1_Q704V1,group1,2,fragile_correct,True,cluster_1585_1585,4,219,217,436,retain_complete_high_information_class,3821158572649011644
234,1qqf__A1_P01026--1qqf__A2_P01026,group1,2,fragile_correct,True,cluster_174_174,1,276,276,552,retain_complete_high_information_class,3957398929531051602
235,6tgk__A1_Q05086--6tgk__A2_Q05086,group2,2,fragile_correct,True,cluster_18560_18560,3,105,105,210,retain_complete_high_information_class,3982868109680127084
236,1dov__A1_P26231--1dov__A2_P26231,group3,2,fragile_correct,True,cluster_23573_23573,2,181,181,362,retain_complete_high_information_class,4901490361500570768
237,1i7f__A1_P0A6Y5--1i7f__A2_P0A6Y5,group1,2,fragile_correct,True,cluster_16013_16013,0,223,223,446,retain_complete_high_information_class,5146261320785638030
238,6rj8__A1_A0A5B8X6B5--6rj8__A2_A0A5B8X6B5,group2,2,fragile_correct,True,cluster_247_247,4,316,316,632,retain_complete_high_information_class,5475843094554016465
239,3vcb__A1_P0C6X9--3vcb__B1_P0C6X9,group2,2,fragile_correct,True,cluster_13247_13247,1,89,89,178,retain_complete_high_information_class,5658340336946217626
240,5fnw__A1_M1AKE5--5fnw__A2_M1AKE5,group1,2,fragile_correct,True,cluster_11515_11515,3,185,185,370,retain_complete_high_information_class,5830939755750631515
241,1qxx__A1_P02929--1qxx__A2_P02929,group2,2,fragile_correct,True,cluster_2574_2574,2,76,76,152,retain_complete_high_information_class,6527222132868228997
242,5t5s__A1_P49588--5t5s__A2_P49588,group3,2,fragile_correct,True,cluster_10279_10279,0,207,207,414,retain_complete_high_information_class,6886062331857005436
243,2yq2__A1_Q01499--2yq2__B1_Q01499,group2,2,fragile_correct,True,cluster_8496_8496,4,332,330,662,retain_complete_high_information_class,6901301724301674630
244,6yyi__A1_B5YB78--6yyi__B1_B5YB78,group1,2,fragile_correct,True,cluster_7101_7101,1,502,502,1004,retain_complete_high_information_class,7670831507904225881
245,4nc4__A1_Q9FN03--4nc4__B1_Q9FN03,group1,2,fragile_correct,True,cluster_735_735,3,369,369,738,retain_complete_high_information_class,7693314075024809661
246,4rt0__A1_Q9HY69--4rt0__A2_Q9HY69,group2,2,fragile_correct,True,cluster_6884_6884,2,108,108,216,retain_complete_high_information_class,8212842611605516200
247,2j67__A1_Q9BXR5--2j67__B1_Q9BXR5,group3,2,fragile_correct,True,cluster_17154_17154,0,141,134,275,retain_complete_high_information_class,8235033393780191674
248,6z70__A1_O66528--6z70__B1_O66528,group1,2,fragile_correct,True,cluster_5291_5291,4,444,444,888,retain_complete_high_information_class,8303326869605049783
249,1exs__A1_P04119--1exs__A2_P04119,group1,2,fragile_correct,True,cluster_13713_13713,1,160,160,320,retain_complete_high_information_class,8473412899728026500
250,3ups__A1_Q5NLX3--3ups__A2_Q5NLX3,group3,2,fragile_correct,True,cluster_4549_4549,3,104,104,208,retain_complete_high_information_class,9033449775146622869
251,4mxe__A1_Q5FWF5--4mxe__B1_Q5FWF5,group2,2,fragile_correct,True,cluster_4519_4519,2,179,177,356,retain_complete_high_information_class,9509349967243356962
252,6o1t__A1_P79125--6o1t__B2_P79125,group3,2,fragile_correct,True,cluster_21060_21060,0,192,186,378,retain_complete_high_information_class,9809355521333863029
253,6y9m__D1_P36291--6y9m__A1_P36291,group1,2,fragile_correct,True,cluster_30369_30369,4,199,195,394,retain_complete_high_information_class,9931470244667921584
254,4k8w__A1_Q8RP52--4k8w__A2_Q8RP52,group1,2,fragile_correct,True,cluster_25270_25270,1,118,118,236,retain_complete_high_information_class,9956556953780210050
255,2ec2__A1_Q974H8--2ec2__C1_Q974H8,group2,2,fragile_correct,True,cluster_7236_7236,3,130,130,260,retain_complete_high_information_class,10125115844469591435
256,3u3q__A1_O75509--3u3q__A2_O75509,group3,2,fragile_correct,True,cluster_2284_2284,2,164,164,328,retain_complete_high_information_class,10126110741274450241
257,4wj0__A1_O58938--4wj0__B1_O58938,group2,2,fragile_correct,True,cluster_8423_8423,0,315,309,624,retain_complete_high_information_class,10414280289443279058
258,4nsr__A1_Q9KN41--4nsr__C1_Q9KN41,group1,2,fragile_correct,True,cluster_12780_12780,4,90,89,179,retain_complete_high_information_class,10573512032219121257
259,5bqb__A1_Q00604--5bqb__B1_Q00604,group3,2,fragile_correct,True,cluster_12151_12151,1,99,98,197,retain_complete_high_information_class,10709282332271464362
260,6njy__A1_F3ZXK6--6njy__B1_F3ZXK6,group1,2,fragile_correct,True,cluster_32919_32919,3,238,237,475,retain_complete_high_information_class,10798844706104005301
261,2cuy__A1_Q5SL77--2cuy__B1_Q5SL77,group2,2,fragile_correct,True,cluster_5433_5433,2,305,305,610,retain_complete_high_information_class,10804225023718373399
262,3thf__A1_A1Z9P3--3thf__B1_A1Z9P3,group2,2,fragile_correct,True,cluster_16856_16856,0,175,174,349,retain_complete_high_information_class,10831489377772672373
263,2zcm__B1_Q5HKQ1--2zcm__A1_Q5HKQ1,group1,2,fragile_correct,True,cluster_27764_27764,4,175,173,348,retain_complete_high_information_class,11531101769108686957
264,5cqs__A1_Q06706--5cqs__D1_Q06706,group2,2,fragile_correct,True,cluster_3357_3357,1,319,318,637,retain_complete_high_information_class,11570619057545469903
265,1na6__B1_P14633--1na6__A1_P14633,group3,2,fragile_correct,True,cluster_34614_34614,3,395,365,760,retain_complete_high_information_class,12243116212083159356
266,5min__B1_P13650--5min__A1_P13650,group2,2,fragile_correct,True,cluster_11757_11757,2,453,452,905,retain_complete_high_information_class,12396143616543637324
267,5ve6__A1_Q86YV5--5ve6__A2_Q86YV5,group2,2,fragile_correct,True,cluster_14661_14661,0,348,348,696,retain_complete_high_information_class,12767141866552190305
268,3nbf__A1_Q72GF3--3nbf__B1_Q72GF3,group1,2,fragile_correct,True,cluster_2584_2584,4,207,206,413,retain_complete_high_information_class,12865497098858811899
269,3teq__C1_Q13586--3teq__A1_Q13586,group1,2,fragile_correct,True,cluster_7573_7591,1,101,100,201,retain_complete_high_information_class,13393906190095701905
270,5kou__B1_Q82446--5kou__A1_Q82446,group3,2,fragile_correct,True,cluster_5587_5587,3,225,216,441,retain_complete_high_information_class,13484206031844060931
271,5y78__A1_B5AJT1--5y78__B1_B5AJT1,group3,2,fragile_correct,True,cluster_9354_9354,2,305,305,610,retain_complete_high_information_class,13632249145332619015
272,5l1m__A1_Q8WXE0--5l1m__A2_Q8WXE0,group3,2,fragile_correct,True,cluster_1165_1165,0,140,140,280,retain_complete_high_information_class,13760253557385782137
273,3e0y__A1_Q74E48--3e0y__B1_Q74E48,group1,2,fragile_correct,True,cluster_19628_19628,4,153,150,303,retain_complete_high_information_class,14140030499936862451
274,5gox__A1_Q92878--5gox__B1_Q92878,group3,2,fragile_correct,True,cluster_5233_5233,1,178,178,356,retain_complete_high_information_class,14418450376088880741
275,7ped__A1_Q8TB45--7ped__B1_Q8TB45,group3,2,fragile_correct,True,cluster_13785_13785,3,211,211,422,retain_complete_high_information_class,14850157870501919552
276,2yip__A1_P81860--2yip__B1_P81860,group3,2,fragile_correct,True,cluster_19081_19081,2,131,131,262,retain_complete_high_information_class,15059761723658940605
277,2qko__B1_Q0S912--2qko__A1_Q0S912,group3,2,fragile_correct,True,cluster_25603_25603,0,173,171,344,retain_complete_high_information_class,15268565789693213634
278,3cnu__A1_O28738--3cnu__A2_O28738,group3,2,fragile_correct,True,cluster_30889_30889,4,110,110,220,retain_complete_high_information_class,15283451932194032035
279,6lh6__A1_A0A1S2XQ25--6lh6__B1_A0A1S2XQ25,group1,2,fragile_correct,True,cluster_12897_12897,1,71,66,137,retain_complete_high_information_class,15293465755143932737
280,1nfp__A1_P09142--1nfp__A2_P09142,group3,2,fragile_correct,True,cluster_14051_14051,3,228,228,456,retain_complete_high_information_class,15466791513327061044
281,3x15__A1_O67504--3x15__C1_O67504,group3,2,fragile_correct,True,cluster_21566_21566,2,87,87,174,retain_complete_high_information_class,15514238311881091734
282,3x0e__A1_P60033--3x0e__B1_P60033,group2,2,fragile_correct,True,cluster_4192_4192,0,89,86,175,retain_complete_high_information_class,15597334753088616802
283,7bjn__A1_Q8IGY1--7bjn__B1_Q8IGY1,group1,2,fragile_correct,True,cluster_32093_32094,4,59,43,102,retain_complete_high_information_class,15756446857355911332
284,2xcu__A1_O66663--2xcu__C1_O66663,group1,2,fragile_correct,True,cluster_21682_21682,1,353,353,706,retain_complete_high_information_class,15951181587016759373
285,3evi__A1_Q8N4E4--3evi__B1_Q8N4E4,group2,2,fragile_correct,True,cluster_621_9056,3,118,118,236,retain_complete_high_information_class,16042207009527746620
286,6otn__A1_P06753--6otn__B1_P06753,group1,2,fragile_correct,True,cluster_20078_2127,2,69,67,136,retain_complete_high_information_class,16124818318516103167
287,1t6l__A1_P16790--1t6l__A2_P16790,group3,2,fragile_correct,True,cluster_17184_17184,0,249,249,498,retain_complete_high_information_class,16528430932104044795
288,6hlk__A1_A0A5H1ZR32--6hlk__A2_A0A5H1ZR32,group3,2,fragile_correct,True,cluster_18876_18876,4,127,127,254,retain_complete_high_information_class,16926658759381370676
289,4bou__A1_Q5T2D3--4bou__A2_Q5T2D3,group3,2,fragile_correct,True,cluster_12050_12050,1,141,141,282,retain_complete_high_information_class,17241076575383826055
290,4g2u__A1_Q8T8F4--4g2u__B1_Q8T8F4,group1,2,fragile_correct,True,cluster_19720_19720,3,210,210,420,retain_complete_high_information_class,17243728036311467270
291,1k51__A1_Q51912--1k51__A2_Q51912,group3,2,fragile_correct,True,cluster_7436_7436,2,72,72,144,retain_complete_high_information_class,17591754639918672697
292,1aor__A1_Q51739--1aor__B1_Q51739,group3,2,fragile_correct,True,cluster_7771_7771,0,605,605,1210,retain_complete_high_information_class,17893896201359275077
293,2o96__B1_P51665--2o96__A1_P51665,group1,2,fragile_correct,True,cluster_1446_1446,4,161,158,319,retain_complete_high_information_class,18102363502251270775
294,2ypr__A1_Q99581--2ypr__B1_Q99581,group3,2,fragile_correct,True,cluster_2670_2670,1,96,92,188,retain_complete_high_information_class,18325203821564109929
295,6n85__A1_Q5E9J8--6n85__B1_P0AEX9,group3,3,rerank_rescuable,False,cluster_24627_409,3,403,393,796,retain_complete_high_information_class,3180518195010271588
296,6pog__B1_Q99435--6pog__A1_Q96MS0,feasibility50,3,rerank_rescuable,False,cluster_1605_19014,1,236,101,337,existing_multiseed_anchor,3988342018888721111
297,3ph0__A1_Q1EHA4--3ph0__B1_Q1EHA2,group1,3,rerank_rescuable,False,cluster_19020_21028,0,60,53,113,retain_complete_high_information_class,13551073089565847295
298,4iu2__B1_A0AEF5--4iu2__A1_A0AEF6,feasibility50,3,rerank_rescuable,False,cluster_31952_5701,2,237,205,442,existing_multiseed_anchor,15157210533656418675
299,2wwx__B1_Q5ZSQ3--2wwx__A1_P62820,group3,3,rerank_rescuable,False,cluster_437_5118,4,200,170,370,retain_complete_high_information_class,16789650412652131194
300,7ouv__A1_Q14315--7ouv__B1_Q14315,group2,3,rerank_rescuable,True,cluster_6310_6310,2,204,202,406,retain_complete_high_information_class,35386376648571980
301,7cnv__A1_A0B757--7cnv__B1_A0B757,group3,3,rerank_rescuable,True,cluster_3885_3885,3,132,127,259,retain_complete_high_information_class,141195773712287231
302,7jre__A1_Q68T42--7jre__B1_Q68T42,group1,3,rerank_rescuable,True,cluster_14310_14310,1,138,137,275,retain_complete_high_information_class,914893760620122925
303,2r9a__A1_Q9H9Q4--2r9a__B1_Q9H9Q4,group2,3,rerank_rescuable,True,cluster_63_63,4,210,205,415,retain_complete_high_information_class,921288984234741118
304,6wmk__A1_UNDEFINED--6wmk__B1_UNDEFINED,group1,3,rerank_rescuable,False,cluster_4472_4472,0,65,64,129,retain_complete_high_information_class,1115497586543914656
305,3toj__B1_Q9UBL3--3toj__A1_Q9UBL3,group2,3,rerank_rescuable,True,cluster_7096_7096,2,197,196,393,retain_complete_high_information_class,1308668184279425473
306,2xgg__B1_UNDEFINED--2xgg__A1_UNDEFINED,group2,3,rerank_rescuable,False,cluster_22085_22085,3,148,147,295,retain_complete_high_information_class,1807167053856838282
307,4n1k__B1_Q86W24--4n1k__A1_Q86W24,group1,3,rerank_rescuable,True,cluster_19179_19179,1,92,88,180,retain_complete_high_information_class,1986514312367626885
308,4pxj__B1_Q9UPT6--4pxj__A1_Q9UPT6,group1,3,rerank_rescuable,True,cluster_15665_15666,4,57,56,113,retain_complete_high_information_class,2127349548097105028
309,5h1p__A1_D2UG58--5h1p__B1_D2UG58,group3,3,rerank_rescuable,True,cluster_2899_2899,0,86,83,169,retain_complete_high_information_class,2605107486582317681
310,4puh__A1_Q9FIC3--4puh__B1_Q9FIC3,group3,3,rerank_rescuable,True,cluster_11399_11399,2,81,81,162,retain_complete_high_information_class,2700410781447475389
311,2c08__A1_O35179--2c08__A2_O35179,group3,3,rerank_rescuable,True,cluster_7172_7172,3,196,196,392,retain_complete_high_information_class,3446260055952980003
312,4emo__D1_Q9H0F6--4emo__A1_Q9H0F6,group3,3,rerank_rescuable,True,cluster_25088_25088,1,103,102,205,retain_complete_high_information_class,4011006673348644758
313,4ayn__A1_C6KHT4--4ayn__B1_C6KHT4,group3,3,rerank_rescuable,True,cluster_3949_3949,4,125,119,244,retain_complete_high_information_class,4285450902596906828
314,2x5f__A1_UNDEFINED--2x5f__B1_UNDEFINED,group3,3,rerank_rescuable,False,cluster_32608_32608,0,428,428,856,retain_complete_high_information_class,4738753301833103904
315,1tj7__A1_P11447--1tj7__B1_P11447,group2,3,rerank_rescuable,True,cluster_10129_10129,2,455,451,906,retain_complete_high_information_class,4924228416178966077
316,6jtz__A1_P46063--6jtz__B1_P46063,group3,3,rerank_rescuable,True,cluster_7908_7908,3,303,301,604,retain_complete_high_information_class,5137256355194154979
317,2w2d__A1_P0DPI1--2w2d__B1_P0DPI1,group3,3,rerank_rescuable,True,cluster_1202_3751,1,437,424,861,retain_complete_high_information_class,5185388484989751650
318,3lf6__B1_UNDEFINED--3lf6__A1_UNDEFINED,group1,3,rerank_rescuable,False,cluster_8463_8463,4,157,154,311,retain_complete_high_information_class,5743353049058560808
319,4fup__A1_Q5HKE8--4fup__A2_Q5HKE8,group3,3,rerank_rescuable,True,cluster_4922_4922,0,199,199,398,retain_complete_high_information_class,5946032829095392824
320,4ghw__A1_O59952--4ghw__B1_O59952,group3,3,rerank_rescuable,True,cluster_2488_2488,2,269,269,538,retain_complete_high_information_class,6469782369769223667
321,3sy3__A1_A0A6L8P3N5--3sy3__B1_A0A6L8P3N5,group2,3,rerank_rescuable,True,cluster_26087_26087,3,170,169,339,retain_complete_high_information_class,7066633559517271684
322,3h8i__A1_Q7ZAG8--3h8i__B1_Q7ZAG8,group2,3,rerank_rescuable,True,cluster_21260_21260,1,356,356,712,retain_complete_high_information_class,7986343874449575991
323,1bl4__A1_P62942--1bl4__B1_P62942,group3,3,rerank_rescuable,True,cluster_1772_1772,4,107,107,214,retain_complete_high_information_class,8500077242284374509
324,4jnh__B1_P14349--4jnh__A1_P14349,group1,3,rerank_rescuable,True,cluster_21357_21357,0,167,165,332,retain_complete_high_information_class,9134214279006695480
325,2huk__A1_P00720--2huk__A2_P00720,group2,3,rerank_rescuable,True,cluster_10426_10426,2,164,164,328,retain_complete_high_information_class,9160520707987869706
326,5wee__A1_A0A183GMB4--5wee__B1_A0A183GMB4,group3,3,rerank_rescuable,True,cluster_10317_10317,3,188,187,375,retain_complete_high_information_class,9170090048351335258
327,6r2f__A1_Q9BXU0--6r2f__B1_Q9BXU0,group2,3,rerank_rescuable,True,cluster_3464_3464,1,64,64,128,retain_complete_high_information_class,9250993707510098329
328,5k7b__B1_A8MW95--5k7b__A1_A8MW95,group3,3,rerank_rescuable,True,cluster_22793_22794,4,91,87,178,retain_complete_high_information_class,9531590806242741221
329,2a3l__A1_O80452--2a3l__A2_O80452,group2,3,rerank_rescuable,True,cluster_26625_26625,0,616,616,1232,retain_complete_high_information_class,9997422341115421916
330,3a7m__B1_P0A1N2--3a7m__A1_P0A1N2,group3,3,rerank_rescuable,True,cluster_12898_12898,2,114,112,226,retain_complete_high_information_class,10186772846129200522
331,2xf1__A1_Q8I467--2xf1__A2_Q8I467,group1,3,rerank_rescuable,True,cluster_20841_20841,3,122,122,244,retain_complete_high_information_class,10362908896679314346
332,3n7e__A1_Q58AD3--3n7e__B1_Q58AD3,group2,3,rerank_rescuable,True,cluster_13349_13349,1,59,59,118,retain_complete_high_information_class,10453799941971477624
333,6kos__A1_UNDEFINED--6kos__B1_UNDEFINED,group2,3,rerank_rescuable,False,cluster_17359_17359,4,101,97,198,retain_complete_high_information_class,10636445784169273863
334,5e4b__A1_A0A1C9V3S9--5e4b__B1_A0A1C9V3S9,group3,3,rerank_rescuable,True,cluster_19820_19820,0,176,176,352,retain_complete_high_information_class,10768860657734054875
335,3f2u__A1_P83916--3f2u__A2_P83916,group3,3,rerank_rescuable,True,cluster_2836_2836,2,51,51,102,retain_complete_high_information_class,10850927600773969970
336,6kwz__A1_Q94707--6kwz__B2_Q94707,group3,3,rerank_rescuable,True,cluster_14908_14908,3,98,98,196,retain_complete_high_information_class,11129942046117651242
337,6xb4__A1_V9XTR0--6xb4__B1_V9XTR0,group3,3,rerank_rescuable,True,cluster_37559_37559,1,199,191,390,retain_complete_high_information_class,11246350648210057428
338,3ctv__A1_O28011--3ctv__A2_O28011,group3,3,rerank_rescuable,True,cluster_941_941,4,90,90,180,retain_complete_high_information_class,11731662153100368085
339,1smx__A1_P21513--1smx__B1_P21513,group2,3,rerank_rescuable,True,cluster_20921_20921,0,87,81,168,retain_complete_high_information_class,12103700094012705680
340,6ejv__A1_Q65J43--6ejv__B1_Q65J43,group1,3,rerank_rescuable,True,cluster_16316_16316,2,109,109,218,retain_complete_high_information_class,12270296123530845001
341,4r5k__B1_P0A6Y8--4r5k__A1_P0A6Y8,group1,3,rerank_rescuable,True,cluster_8948_8948,3,223,221,444,retain_complete_high_information_class,12376771538497529664
342,4qhj__A1_Q58610--4qhj__B1_Q58610,group2,3,rerank_rescuable,True,cluster_12571_12571,1,108,108,216,retain_complete_high_information_class,12511761002744995406
