complex_id,rank,model_weight,seed,DockQ,acceptable,acceptable_score,ranking_confidence,selector
3njc__A1_P42955--3njc__B1_P42955,1,5,0,0.2275219995305719,False,0.8402035340328998,83.5625,candidate_ridge_v1_iface_size
3nk4__A1_P79762--3nk4__B1_P79762,3,2,0,0.1255675261988499,False,0.11993586451644983,28.859375,candidate_ridge_v1_iface_size
3nnf__A1_Q6DNF2--3nnf__A2_Q6DNF2,1,5,1,0.8508492998666316,True,0.8210817584244967,79.8125,candidate_ridge_v1_iface_size
3o47__A1_P84077--3o47__A2_P84077,3,3,1,0.0123056370004202,False,0.07015583882835749,19.40625,candidate_ridge_v1_iface_size
3ph0__A1_Q1EHA4--3ph0__B1_Q1EHA2,2,5,0,0.2259082614272336,False,0.8734804337126291,84.625,candidate_ridge_v1_iface_size
3qsg__A1_C8WX00--3qsg__A2_C8WX00,1,1,3,0.5118393935769322,True,0.7906580194314824,79.0,candidate_ridge_v1_iface_size
3qty__A1_Q5NGF2--3qty__B1_Q5NGF2,2,5,0,0.6448777240976127,True,0.8177031452808341,86.0,candidate_ridge_v1_iface_size
3rg2__A1_P10378--3rg2__B1_P10378,2,1,3,0.2612179367302474,True,0.25403391567897565,51.125,candidate_ridge_v1_iface_size
3sy3__A1_A0A6L8P3N5--3sy3__B1_A0A6L8P3N5,1,1,2,0.1400102743750942,False,0.436537813537572,51.5,candidate_ridge_v1_iface_size
3tbi__B1_P0A8V2--3tbi__A1_P13338,1,4,3,0.7209228482762683,True,0.8091637769999062,86.0625,candidate_ridge_v1_iface_size
3teq__C1_Q13586--3teq__A1_Q13586,1,4,2,0.8955632320961543,True,0.8975870594056217,83.4375,candidate_ridge_v1_iface_size
3thf__A1_A1Z9P3--3thf__B1_A1Z9P3,1,1,2,0.6890509467421393,True,0.7995729238249051,76.0625,candidate_ridge_v1_iface_size
3toj__B1_Q9UBL3--3toj__A1_Q9UBL3,1,1,1,0.1410795601565083,False,0.5842390816089941,61.5,candidate_ridge_v1_iface_size
3u3q__A1_O75509--3u3q__A2_O75509,1,2,0,0.4820925216378145,True,0.2087388295336465,36.25,candidate_ridge_v1_iface_size
3u73__A1_Q03405--3u73__B1_P00749,2,5,1,0.2001532918945409,False,0.5862719117262143,65.25,candidate_ridge_v1_iface_size
3ua3__A1_P46580--3ua3__B1_P46580,1,2,2,0.0377440255739999,False,0.6718675018454182,79.1875,candidate_ridge_v1_iface_size
3up1__A1_P16871--3up1__B1_P16871,1,1,2,0.5920188744986378,True,0.8044340939024385,76.875,candidate_ridge_v1_iface_size
3ups__A1_Q5NLX3--3ups__A2_Q5NLX3,1,2,0,0.5998635009245178,True,0.846654392766322,82.9375,candidate_ridge_v1_iface_size
3v69__A1_Q9CWU5--3v69__B1_Q9CWU5,2,4,0,0.1911736875444077,False,0.8974672015703193,88.0,candidate_ridge_v1_iface_size
3vcb__A1_P0C6X9--3vcb__B1_P0C6X9,3,2,0,0.4351499556319713,True,0.6619907570714325,64.0,candidate_ridge_v1_iface_size
3vyr__B1_Q5JII1--3vyr__A1_Q5JII0,13,2,2,0.5801403874892066,True,0.8397588544557946,88.5625,candidate_ridge_v1_iface_size
3w0l__B1_Q91754--3w0l__A1_Q91753,1,4,2,0.3017693726987984,True,0.6850279303377622,71.9375,candidate_ridge_v1_iface_size
3w2v__A1_Q8U1S6--3w2v__B1_Q8U1S7,2,2,1,0.6487088858561937,True,0.8203903689343428,87.0,candidate_ridge_v1_iface_size
3wry__C1_P03587--3wry__A1_A7M6E7,1,3,3,0.0112427896870678,False,0.08879241114127129,22.828125,candidate_ridge_v1_iface_size
3wvb__A1_Q58649--3wvb__B1_Q58649,9,5,0,0.8191858116696437,True,0.9044926079942236,93.1875,candidate_ridge_v1_iface_size
3wxm__A1_Q9YAV0--3wxm__B1_Q9YAZ5,1,3,1,0.7560544052286425,True,0.8159795863915148,86.625,candidate_ridge_v1_iface_size
3x0e__A1_P60033--3x0e__B1_P60033,1,1,3,0.8674119512034433,True,0.8471712355453566,81.125,candidate_ridge_v1_iface_size
3x15__A1_O67504--3x15__C1_O67504,1,5,1,0.5028307175276011,True,0.6873904579176875,71.6875,candidate_ridge_v1_iface_size
3zr4__A1_Q9X0C6--3zr4__B1_Q9X0C8,2,5,2,0.8158701723475166,True,0.8868136501665393,90.4375,candidate_ridge_v1_iface_size
3zyl__A1_O55012--3zyl__B1_O55012,1,5,2,0.8210910147697051,True,0.6907346298104853,71.625,candidate_ridge_v1_iface_size
4a1f__A1_O25916--4a1f__B1_O25916,1,5,0,0.0093942163005769,False,0.39108994660948465,61.28125,candidate_ridge_v1_iface_size
4af9__A1_Q6VBJ0--4af9__A2_Q6VBJ0,1,1,1,0.1797328420873722,False,0.8302110400658395,81.3125,candidate_ridge_v1_iface_size
4aj7__A1_B1PWB9--4aj7__B1_B1PWB9,1,1,1,0.147105688486684,False,0.5250903482963191,50.875,candidate_ridge_v1_iface_size
4at7__A1_Q9CXY6--4at7__B1_Q9Z1X4,2,1,2,0.4611088778379711,True,0.8919762658794039,92.75,candidate_ridge_v1_iface_size
4ayn__A1_C6KHT4--4ayn__B1_C6KHT4,1,2,3,0.062907243225013,False,0.27630880380738454,38.625,candidate_ridge_v1_iface_size
4bi8__B1_S4S1W1--4bi8__A1_S4S1W3,1,2,2,0.948938341533374,True,0.9112428399793391,92.375,candidate_ridge_v1_iface_size
4bjn__A1_Q2MV52--4bjn__B1_Q2MV52,1,3,0,0.7970177171725612,True,0.8628030162791717,86.5,candidate_ridge_v1_iface_size
4bou__A1_Q5T2D3--4bou__A2_Q5T2D3,1,1,1,0.6316043515605312,True,0.4411692768266718,51.4375,candidate_ridge_v1_iface_size
4bry__A1_O75496--4bry__B1_D6RGH6,1,1,0,0.6173584304476837,True,0.8545419607379346,78.125,candidate_ridge_v1_iface_size
4bvx__A1_P56192--4bvx__B1_O43324,1,2,0,0.8272723131457278,True,0.9200131637273634,94.0625,candidate_ridge_v1_iface_size
4cbv__D1_Q79CK7--4cbv__C1_Q79CK7,1,4,2,0.1973919029482123,False,0.4670145953327028,57.59375,candidate_ridge_v1_iface_size
4cfg__A1_Q14258--4cfg__B1_Q14258,1,1,0,0.5715059669686148,True,0.4717350189770846,62.46875,candidate_ridge_v1_iface_size
4dex__A1_P54288--4dex__B1_Q02294,2,3,2,0.5820751923637181,True,0.8882252489453158,87.375,candidate_ridge_v1_iface_size
4dri__A1_Q13451--4dri__B1_P42345,2,1,0,0.0206039735562416,False,0.13292008358277813,27.515625,candidate_ridge_v1_iface_size
4e6w__B1_A0A0H2V8D3--4e6w__A1_A0A0H2V8D3,1,3,0,0.0535746168619866,False,0.6241340849436574,69.4375,candidate_ridge_v1_iface_size
4emo__D1_Q9H0F6--4emo__A1_Q9H0F6,1,3,3,0.1510200350473439,False,0.35680217320244273,45.1875,candidate_ridge_v1_iface_size
4eog__A1_UNDEFINED--4eog__A2_UNDEFINED,1,3,2,0.6403107115674226,True,0.8477444193356048,89.375,candidate_ridge_v1_iface_size
4fmm__B1_P53860--4fmm__A1_P53860,1,4,3,0.7108223628693366,True,0.8178159136548389,83.5,candidate_ridge_v1_iface_size
4fqb__B1_Q9I2Q0--4fqb__A1_Q9I2Q1,1,5,3,0.8773504640432751,True,0.9071187339843173,92.1875,candidate_ridge_v1_iface_size
4fup__A1_Q5HKE8--4fup__A2_Q5HKE8,1,2,2,0.028325479078198,False,0.6679937390770422,67.1875,candidate_ridge_v1_iface_size
4g2u__A1_Q8T8F4--4g2u__B1_Q8T8F4,1,3,2,0.9506203179157516,True,0.8875807381161329,85.6875,candidate_ridge_v1_iface_size
4g3k__A1_O66591--4g3k__B1_O66591,2,4,1,0.8503859878398766,True,0.881913815857934,87.8125,candidate_ridge_v1_iface_size
4g94__B1_Q4Z9Y5--4g94__A1_P0A0J0,1,2,3,0.8319548107929933,True,0.908397897168683,91.875,candidate_ridge_v1_iface_size
4ghw__A1_O59952--4ghw__B1_O59952,1,5,1,0.1901957711546504,False,0.42654367392305137,48.59375,candidate_ridge_v1_iface_size
4git__A1_Q84FG5--4git__B1_Q84FG5,1,4,0,0.9157959770704784,True,0.8908206037516155,84.5,candidate_ridge_v1_iface_size
4giz__A1_P0AEX9--4giz__C1_P03126,17,1,3,0.539636466450312,True,0.8092090776570384,86.4375,candidate_ridge_v1_iface_size
4gof__A1_O43765--4gof__B1_O43765,1,3,3,0.4147329133970719,True,0.8726267101225139,79.5625,candidate_ridge_v1_iface_size
4har__A1_P08563--4har__B1_P08563,1,3,1,0.4208076332640856,True,0.8674088362213941,89.875,candidate_ridge_v1_iface_size
4hg6__A1_Q3J125--4hg6__B1_Q3J126,3,4,3,0.390658278049585,True,0.7594215719563285,84.9375,candidate_ridge_v1_iface_size
4hj1__A1_P03518--4hj1__B1_P03518,1,4,2,0.0035151538857912,False,0.11268016201490234,29.859375,candidate_ridge_v1_iface_size
4hme__A1_B1VBB0--4hme__A2_B1VBB0,1,2,0,0.4880846019797027,True,0.7587166562674603,83.1875,candidate_ridge_v1_iface_size
4ip3__A1_Q8VSD5--4ip3__B1_P61088,1,4,0,0.6119264049097262,True,0.891721336806686,88.875,candidate_ridge_v1_iface_size
4iu2__B1_A0AEF5--4iu2__A1_A0AEF6,1,1,2,0.0276052766435953,False,0.5403516791276807,60.9375,candidate_ridge_v1_iface_size
4jnh__B1_P14349--4jnh__A1_P14349,1,2,1,0.4888419001555908,True,0.44435798776425245,53.15625,candidate_ridge_v1_iface_size
4k5a__A1_Q1RMX3--4k5a__B1_UNDEFINED,1,3,0,0.6443388032278526,True,0.70557738514398,69.125,candidate_ridge_v1_iface_size
4k8w__A1_Q8RP52--4k8w__A2_Q8RP52,1,4,3,0.5262152136621386,True,0.8334204519624152,86.0625,candidate_ridge_v1_iface_size
4kk1__A1_Q09778--4kk1__B1_Q09778,1,4,3,0.0193862138413704,False,0.5477475671525714,59.34375,candidate_ridge_v1_iface_size
4kun__A1_UNDEFINED--4kun__B1_UNDEFINED,1,2,2,0.2816439575412967,True,0.8959428611650532,86.6875,candidate_ridge_v1_iface_size
4l4x__A1_Q93NX9--4l4x__A2_Q93NX9,1,5,0,0.0768369340453875,False,0.5877120366579204,68.1875,candidate_ridge_v1_iface_size
4l9i__A1_P28327--4l9i__B1_P28327,1,4,3,0.0622548013796975,False,0.4235284185236407,73.75,candidate_ridge_v1_iface_size
4lo8__A1_Q8KHU9--4lo8__B1_Q45878,1,4,1,0.445963029444939,True,0.7101207946858388,72.75,candidate_ridge_v1_iface_size
4lp7__C1_Q91F56--4lp7__A1_Q91F56,1,5,2,0.0838438891847362,False,0.08843739856338825,21.375,candidate_ridge_v1_iface_size
4lrq__C1_A0A0H3ALA8--4lrq__A1_A0A0H3ALA8,1,3,3,0.0780186338848186,False,0.7417802267748362,70.875,candidate_ridge_v1_iface_size
4luq__A1_Q9HYC5--4luq__C1_Q9HYC4,1,2,2,0.0068850428237788,False,0.9053409375331405,91.25,candidate_ridge_v1_iface_size
4mgy__A1_Q9EQZ6--4mgy__B1_P61224,3,2,2,0.7614040298057253,True,0.8355860610110053,88.1875,candidate_ridge_v1_iface_size
4muc__B1_Q03591--4muc__A1_Q03591,1,2,2,0.3050739807925627,True,0.30287469998623917,41.84375,candidate_ridge_v1_iface_size
4mxe__A1_Q5FWF5--4mxe__B1_Q5FWF5,1,3,0,0.2689491583438005,True,0.7140297308039347,79.25,candidate_ridge_v1_iface_size
4n1j__B1_Q86W24--4n1j__A1_Q86W24,1,4,0,0.126247796600908,False,0.10460804008098498,26.125,candidate_ridge_v1_iface_size
4n1k__B1_Q86W24--4n1k__A1_Q86W24,1,4,1,0.0216514610931053,False,0.39195360687237507,42.90625,candidate_ridge_v1_iface_size
4n6j__A1_Q13033--4n6j__B1_Q13033,1,4,1,0.0304486863605663,False,0.6467217154429734,55.5,candidate_ridge_v1_iface_size
4nc4__A1_Q9FN03--4nc4__B1_Q9FN03,1,4,0,0.8160390604903479,True,0.9115953396870694,93.75,candidate_ridge_v1_iface_size
4ndj__A1_U6GSR1--4ndj__A2_U6GSR1,1,5,0,0.0154801976447282,False,0.10687162687845506,22.953125,candidate_ridge_v1_iface_size
4nfu__A1_Q9XF23--4nfu__B1_Q4F883,2,4,0,0.4747938600697556,True,0.7933447046975192,85.5625,candidate_ridge_v1_iface_size
4noo__A1_Q9KN42--4noo__B1_Q9KN41,1,4,0,0.7942468479723105,True,0.8500491678616494,85.375,candidate_ridge_v1_iface_size
4nsr__A1_Q9KN41--4nsr__C1_Q9KN41,1,4,1,0.822933711821706,True,0.8990075141116656,87.6875,candidate_ridge_v1_iface_size
4ny2__A1_UNDEFINED--4ny2__B1_UNDEFINED,3,1,3,0.9023585048016546,True,0.8792336203870674,91.4375,candidate_ridge_v1_iface_size
4o4o__A1_Q8YLF9--4o4o__B1_Q8YLF9,1,4,3,0.0838607026393436,False,0.7879863217823277,81.9375,candidate_ridge_v1_iface_size
4o6i__B1_P09992--4o6i__A1_P09992,1,1,1,0.5618450290845716,True,0.18453376739753977,34.5,candidate_ridge_v1_iface_size
4o96__A1_Q8XAL6--4o96__B1_Q8XAL6,1,5,2,0.0164888196612753,False,0.6166641850684106,69.125,candidate_ridge_v1_iface_size
4oak__A1_Q9JN36--4oak__B1_Q9JN36,1,2,3,0.0059317195236815,False,0.8943413060823122,89.5,candidate_ridge_v1_iface_size
4obx__A1_P49017--4obx__D1_P49017,1,4,1,0.8614916096331443,True,0.7647361858169552,75.125,candidate_ridge_v1_iface_size
4oh8__B1_Q8WWW0--4oh8__A1_Q13043,1,3,2,0.8530177303708832,True,0.8995241458488125,86.3125,candidate_ridge_v1_iface_size
4oy2__A1_P46677--4oy2__D1_Q05021,2,2,1,0.8085698332701775,True,0.7404332697059588,92.5625,candidate_ridge_v1_iface_size
4oyu__B1_Q99PV3--4oyu__A1_Q99PV3,1,1,1,0.088293334207554,False,0.14614516995161594,26.515625,candidate_ridge_v1_iface_size
4puh__A1_Q9FIC3--4puh__B1_Q9FIC3,2,3,3,0.3359237580655965,True,0.7657530350375602,65.375,candidate_ridge_v1_iface_size
4pxj__B1_Q9UPT6--4pxj__A1_Q9UPT6,1,5,2,0.0289764310971171,False,0.5051227040775493,51.3125,candidate_ridge_v1_iface_size
4qc9__A1_P04303--4qc9__D1_P04303,1,1,3,0.1443368456173842,False,0.6876074186727761,69.5,candidate_ridge_v1_iface_size
4qhj__A1_Q58610--4qhj__B1_Q58610,2,5,0,0.215920944447924,False,0.8388744474196446,78.9375,candidate_ridge_v1_iface_size
4qpl__A1_Q9CZW6--4qpl__B1_P51668,2,3,0,0.2723280472361324,True,0.8799404814630695,86.75,candidate_ridge_v1_iface_size
4r5k__B1_P0A6Y8--4r5k__A1_P0A6Y8,1,5,0,0.0124531219933621,False,0.22287544088735475,42.15625,candidate_ridge_v1_iface_size
4r6i__A1_Q44636--4r6i__B1_Q44636,1,4,3,0.0040291755518716,False,0.6533345249522048,75.375,candidate_ridge_v1_iface_size
4rt0__A1_Q9HY69--4rt0__A2_Q9HY69,1,4,1,0.6044193698676752,True,0.7547435117883385,69.3125,candidate_ridge_v1_iface_size
4u0q__A1_B2L3N7--4u0q__B1_P35613,1,4,1,0.0319602483495932,False,0.1835856767774094,31.484375,candidate_ridge_v1_iface_size
4u1c__A1_P32497--4u1c__B1_P38249,1,1,3,0.787596505481705,True,0.8490053673149079,87.75,candidate_ridge_v1_iface_size
4u3q__B1_P29722--4u3q__A1_P29722,1,5,3,0.0108247249668474,False,0.5868420230589875,68.5,candidate_ridge_v1_iface_size
4u4p__A1_O95347--4u4p__B1_Q9NTJ3,2,4,3,0.9097408884566835,True,0.8836072686767267,92.0,candidate_ridge_v1_iface_size
4uhz__A1_P12643--4uhz__B1_Q6NW40,1,3,0,0.8907249378615077,True,0.8185444366218959,77.25,candidate_ridge_v1_iface_size
4upd__A1_Q2TFW1--4upd__B1_Q2TFW1,2,3,0,0.0198660347274635,False,0.8496041459896813,86.6875,candidate_ridge_v1_iface_size
4v1i__A1_A0A140UH28--4v1i__B1_A0A140UH28,1,3,2,0.90398662493889,True,0.7966108602549226,78.6875,candidate_ridge_v1_iface_size
4wj0__A1_O58938--4wj0__B1_O58938,1,1,0,0.1598244931197092,False,0.495825022111592,59.21875,candidate_ridge_v1_iface_size
4wlp__A1_Q9Y5K5--4wlp__B1_Q6P4R8,1,4,1,0.7497861116122783,True,0.8243357874012188,87.0625,candidate_ridge_v1_iface_size
4wpd__A1_Q55080--4wpd__B1_Q55080,1,5,2,0.0117837039242103,False,0.24645398792005715,40.84375,candidate_ridge_v1_iface_size
4xl5__B1_UNDEFINED--4xl5__A1_P42212,1,1,2,0.0382471790856429,False,0.3265998032277453,49.75,candidate_ridge_v1_iface_size
4xt2__C1_Q99814--4xt2__A1_P27540,1,3,1,0.6127440693611702,True,0.8691434473582607,85.9375,candidate_ridge_v1_iface_size
4xyd__A1_Q16A04--4xyd__B1_Q16A03,1,4,0,0.9330826864686212,True,0.9194014935828626,95.0625,candidate_ridge_v1_iface_size
4yxc__A1_P00720--4yxc__B1_P26419,4,5,3,0.1324499263225631,False,0.5758666588875612,64.0,candidate_ridge_v1_iface_size
4z0o__A1_Q504Y3--4z0o__A2_Q504Y3,1,3,1,0.4368925628415042,True,0.6864547327596804,66.6875,candidate_ridge_v1_iface_size
4z86__A1_Q9KQ21--4z86__B1_Q9KQ21,1,4,2,0.0312716917741907,False,0.5489420723509896,69.875,candidate_ridge_v1_iface_size
4zb3__A1_Q9SU14--4zb3__A2_Q9SU14,1,3,0,0.2185476910433966,False,0.8148939408530865,85.625,candidate_ridge_v1_iface_size
4zir__A1_Q9WY65--4zir__B1_Q9X1Z1,1,4,0,0.5461757584785515,True,0.8287118671571335,83.625,candidate_ridge_v1_iface_size
4zkc__A1_Q2F862--4zkc__B1_P80098,3,5,2,0.6915016438295133,True,0.8787181590221359,87.0,candidate_ridge_v1_iface_size
5an6__B1_Q9X2D0--5an6__C1_Q9X2D0,1,5,0,0.5931615385726493,True,0.38322799888707565,57.46875,candidate_ridge_v1_iface_size
5axg__B1_B0KBZ7--5axg__A1_B0KBZ7,1,4,2,0.3650160340654904,True,0.6017461550564244,66.4375,candidate_ridge_v1_iface_size
5ayr__A1_P13051--5ayr__B1_Q936H5,4,4,3,0.8552682315043404,True,0.9033071145530066,92.1875,candidate_ridge_v1_iface_size
5b1q__A1_Q9WT50--5b1q__B1_Q9WT50,2,1,2,0.3028806864051724,True,0.7613889683472135,81.8125,candidate_ridge_v1_iface_size
5b2g__A1_O14493--5b2g__B1_P01558,1,4,1,0.0037185053908853,False,0.13666869133160486,30.0625,candidate_ridge_v1_iface_size
5b2h__A1_Q93HT5--5b2h__B1_Q93HT5,1,4,0,0.7214598625100038,True,0.8739193532776288,85.8125,candidate_ridge_v1_iface_size
5b5w__A1_Q8BPB0--5b5w__B1_O95835,1,4,1,0.909766172407827,True,0.8848491583038329,88.25,candidate_ridge_v1_iface_size
5bqb__A1_Q00604--5bqb__B1_Q00604,1,1,0,0.7429590609475647,True,0.8578833360697681,85.0,candidate_ridge_v1_iface_size
5ch7__A1_G8QM55--5ch7__B1_G8QM54,6,5,0,0.7449583815195274,True,0.8271840916413189,95.1875,candidate_ridge_v1_iface_size
5cqs__A1_Q06706--5cqs__D1_Q06706,1,1,0,0.5220133867610101,True,0.7593987618677048,82.1875,candidate_ridge_v1_iface_size
5cs3__A1_P14210--5cs3__B1_P14210,1,3,3,0.0076008261097401,False,0.7401379110710748,68.1875,candidate_ridge_v1_iface_size
5cuz__A1_Q9H3L0--5cuz__A2_Q9H3L0,1,2,3,0.0604337803840459,False,0.37448691557662184,57.5,candidate_ridge_v1_iface_size
5d7q__A1_Q8IXJ6--5d7q__B1_Q8IXJ6,1,1,0,0.0573828616716857,False,0.38890040254395275,52.5,candidate_ridge_v1_iface_size
5d8e__A1_Q9BQ15--5d8e__D1_Q9BQ15,1,1,3,0.0303829707882436,False,0.6546913346934051,67.875,candidate_ridge_v1_iface_size
5doi__A1_D2CVN7--5doi__E1_Q6JXI5,1,1,2,0.0667390543533049,False,0.05056274885296382,13.8203125,candidate_ridge_v1_iface_size
5e4b__A1_A0A1C9V3S9--5e4b__B1_A0A1C9V3S9,1,2,3,0.2765387323049999,True,0.7116891073852474,72.625,candidate_ridge_v1_iface_size
5e9h__B1_Q4HYR2--5e9h__A1_Q4HYR2,2,2,1,0.0060616400031019,False,0.5707981287874309,68.375,candidate_ridge_v1_iface_size
5eu0__A1_E6YJU0--5eu0__B1_E6YLF5,1,1,3,0.9128853845557424,True,0.9327222936621966,95.8125,candidate_ridge_v1_iface_size
5evk__A1_P52700--5evk__A2_P52700,1,4,3,0.0139310059860567,False,0.9179531475050817,91.125,candidate_ridge_v1_iface_size
5f22__B1_P0C6X7--5f22__A1_P0C6U8,1,2,1,0.6417353144944675,True,0.8858968297784238,89.1875,candidate_ridge_v1_iface_size
5f4e__A1_Q8IYV9--5f4e__B1_A6ND01,2,1,0,0.777351900625233,True,0.8593425186411549,85.25,candidate_ridge_v1_iface_size
5fbz__A1_A0A182DWC7--5fbz__B1_P01053,2,1,2,0.9195731842691458,True,0.9154590997808342,93.5,candidate_ridge_v1_iface_size
5fnw__A1_M1AKE5--5fnw__A2_M1AKE5,1,1,3,0.5319554001896277,True,0.8423997201571745,82.25,candidate_ridge_v1_iface_size
5gko__A1_A0A0D8G707--5gko__B1_A0A0D8G707,1,4,3,0.1615519572581409,False,0.2482426904143186,46.5,candidate_ridge_v1_iface_size
5gox__A1_Q92878--5gox__B1_Q92878,7,5,2,0.1836078241059211,False,0.6639049169921433,61.90625,candidate_ridge_v1_iface_size
5gwv__B1_A0A010--5gwv__A1_A0A010,2,4,0,0.9611613736067248,True,0.8978711865256118,93.125,candidate_ridge_v1_iface_size
5h1p__A1_D2UG58--5h1p__B1_D2UG58,5,1,3,0.8275563996820122,True,0.8890036871673633,86.375,candidate_ridge_v1_iface_size
5hpg__A1_P00747--5hpg__B1_P00747,1,1,2,0.0165734166484943,False,0.5814630357318272,54.40625,candidate_ridge_v1_iface_size
5hrm__B1_A0A077JBW9--5hrm__A1_A0A077JBW9,1,5,3,0.1580328141794891,False,0.6450816711119639,76.4375,candidate_ridge_v1_iface_size
5hy7__A1_G0S5A2--5hy7__B1_G0S133,2,5,2,0.8768039838326579,True,0.8916831076771315,96.1875,candidate_ridge_v1_iface_size
5jkt__A1_P20536--5jkt__B1_P20995,1,2,3,0.9342856003333696,True,0.9309912652808566,95.375,candidate_ridge_v1_iface_size
5k7b__B1_A8MW95--5k7b__A1_A8MW95,1,4,0,0.1972049606886025,False,0.8052287959414276,76.75,candidate_ridge_v1_iface_size
5kou__B1_Q82446--5kou__A1_Q82446,1,2,0,0.6771205752185793,True,0.8211877084090781,84.8125,candidate_ridge_v1_iface_size
5ky2__A1_Q91ZW2--5ky2__B1_P70375,2,3,2,0.798465382458823,True,0.9214124564334549,94.4375,candidate_ridge_v1_iface_size
5kyy__B1_O94855--5kyy__A1_Q15436,1,5,1,0.6528351641941849,True,0.8769644398330434,90.5625,candidate_ridge_v1_iface_size
5l0w__A1_G0SH41--5l0w__B1_G0S0B5,1,5,1,0.6679242603817254,True,0.8292472746610691,84.75,candidate_ridge_v1_iface_size
5l1m__A1_Q8WXE0--5l1m__A2_Q8WXE0,1,4,2,0.1701336070903564,False,0.3053079074218759,46.09375,candidate_ridge_v1_iface_size
5lda__A1_Q8U1Y4--5lda__B1_Q8U1Z3,2,5,2,0.436502941743613,True,0.7941965357592252,72.25,candidate_ridge_v1_iface_size
5lsb__A1_Q99181--5lsb__B1_Q02554,1,4,1,0.6927731367981192,True,0.8705942381113945,91.25,candidate_ridge_v1_iface_size
5ltu__B1_Q9NZJ9--5ltu__A1_Q9NZJ9,1,1,1,0.0109808237333227,False,0.08127786087986079,20.015625,candidate_ridge_v1_iface_size
5lxr__A1_Q9Y580--5lxr__B1_Q6NZY4,1,4,1,0.9139293593944988,True,0.9061475684048546,88.8125,candidate_ridge_v1_iface_size
5min__B1_P13650--5min__A1_P13650,5,1,2,0.84503088392831,True,0.8963295268442659,93.375,candidate_ridge_v1_iface_size
5mxg__A1_C7BLE4--5mxg__A2_C7BLE4,1,3,1,0.8656301051348044,True,0.8546393071039236,86.875,candidate_ridge_v1_iface_size
5swi__A1_A0A0Y0HIE3--5swi__D1_A0A0Y0HIE3,1,1,2,0.8018132955644736,True,0.80421780628546,86.5,candidate_ridge_v1_iface_size
5t3r__B1_Q8A6W3--5t3r__A1_Q8A6W4,3,5,3,0.8188399419784291,True,0.7610089233226796,93.75,candidate_ridge_v1_iface_size
5t5s__A1_P49588--5t5s__A2_P49588,1,4,2,0.4011343740216402,True,0.17143316067828976,35.59375,candidate_ridge_v1_iface_size
5tbk__J1_P18754--5tbk__A1_O00629,3,4,3,0.7417787919583153,True,0.8155315004982201,85.1875,candidate_ridge_v1_iface_size
5tc2__A1_P04585--5tc2__B1_P04585,1,4,1,0.8044065534328168,True,0.8245862372652492,73.5,candidate_ridge_v1_iface_size
5u4o__A1_A0A6H3AI29--5u4o__A2_A0A6H3AI29,1,3,2,0.0072385256368242,False,0.12824378228187053,30.0625,candidate_ridge_v1_iface_size
5uiw__A1_P51681--5uiw__B1_P13501,1,3,1,0.7875560236075723,True,0.8518380437325613,88.0,candidate_ridge_v1_iface_size
5uzu__B1_P05164--5uzu__A1_Q2G0X2,4,5,1,0.0661085909298063,False,0.39178659481013534,40.5,candidate_ridge_v1_iface_size
5ve6__A1_Q86YV5--5ve6__A2_Q86YV5,1,4,2,0.0135804849129496,False,0.5977213183083978,69.5,candidate_ridge_v1_iface_size
5vpc__B1_P17535--5vpc__A1_P53539,1,1,2,0.4397793860743206,True,0.838657218829818,77.5625,candidate_ridge_v1_iface_size
5vxz__A1_Q14393--5vxz__C1_P30530,1,4,2,0.8716297139356378,True,0.8952907365261948,93.8125,candidate_ridge_v1_iface_size
5vzt__B1_Q5XUX0--5vzt__A1_P63208,1,4,2,0.7902845164912606,True,0.858390191979066,91.8125,candidate_ridge_v1_iface_size
5wat__A2_P07128--5wat__B1_P07128,1,1,1,0.0050215267149202,False,0.9096942476195531,93.875,candidate_ridge_v1_iface_size
5wee__A1_A0A183GMB4--5wee__B1_A0A183GMB4,2,3,3,0.3927135117596865,True,0.16393408091665354,29.796875,candidate_ridge_v1_iface_size
5wuq__A1_Q45585--5wuq__C1_Q45588,1,2,1,0.7923164022251757,True,0.8996487727158313,89.9375,candidate_ridge_v1_iface_size
5xec__B1_P15452--5xec__A1_P00099,1,5,3,0.0530329681270017,False,0.3206303869299292,39.34375,candidate_ridge_v1_iface_size
5xpz__A1_Q8CIB5--5xpz__B1_Q8CIB5,1,5,2,0.007365089833755,False,0.504920618771841,61.1875,candidate_ridge_v1_iface_size
5y61__A1_Q9I4L4--5y61__B1_Q9I4L6,1,2,2,0.490648565692972,True,0.8528318572719412,86.6875,candidate_ridge_v1_iface_size
5y78__A1_B5AJT1--5y78__B1_B5AJT1,1,5,0,0.3772115734669617,True,0.6541660879251537,69.75,candidate_ridge_v1_iface_size
5yh3__A1_Q96MK3--5yh3__B1_Q8IXL6,1,4,2,0.6812467327592476,True,0.8465662505695131,87.3125,candidate_ridge_v1_iface_size
5z5y__A1_P02866--5z5y__B1_P02866,1,3,0,0.7669034385582192,True,0.9026060747337794,92.8125,candidate_ridge_v1_iface_size
5ztb__B1_Q72LF3--5ztb__A1_Q72LF4,1,2,0,0.8335348552088222,True,0.898379152961211,92.6875,candidate_ridge_v1_iface_size
5zyo__A1_P0A8I8--5zyo__C1_P0A8I8,1,5,3,0.0363799116735716,False,0.8705190325513101,84.375,candidate_ridge_v1_iface_size
